cty,name,kir_rA_gP_pall,kir_rA_gP_pall_l,kir_rA_gP_p100,kir_rA_gP_p100_l,kir_rA_gP_p75,kir_rA_gP_p75_l,kir_rA_gP_p25,kir_rA_gP_p25_l,kir_rA_gP_p1,kir_rA_gP_p1_l,kir_rA_gP_p50,kir_rA_gP_p50_l,kir_rA_gF_pall,kir_rA_gF_pall_l,kir_rA_gF_p100,kir_rA_gF_p100_l,kir_rA_gF_p75,kir_rA_gF_p75_l,kir_rA_gF_p25,kir_rA_gF_p25_l,kir_rA_gF_p1,kir_rA_gF_p1_l,kir_rA_gF_p50,kir_rA_gF_p50_l,kir_rA_gM_pall,kir_rA_gM_pall_l,kir_rA_gM_p100,kir_rA_gM_p100_l,kir_rA_gM_p75,kir_rA_gM_p75_l,kir_rA_gM_p25,kir_rA_gM_p25_l,kir_rA_gM_p1,kir_rA_gM_p1_l,kir_rA_gM_p50,kir_rA_gM_p50_l,kir_rP_gP_pall,kir_rP_gP_pall_l,kir_rP_gP_p100,kir_rP_gP_p100_l,kir_rP_gP_p75,kir_rP_gP_p75_l,kir_rP_gP_p25,kir_rP_gP_p25_l,kir_rP_gP_p1,kir_rP_gP_p1_l,kir_rP_gP_p50,kir_rP_gP_p50_l,kir_rP_gF_pall,kir_rP_gF_pall_l,kir_rP_gF_p100,kir_rP_gF_p100_l,kir_rP_gF_p75,kir_rP_gF_p75_l,kir_rP_gF_p25,kir_rP_gF_p25_l,kir_rP_gF_p1,kir_rP_gF_p1_l,kir_rP_gF_p50,kir_rP_gF_p50_l,kir_rP_gM_pall,kir_rP_gM_pall_l,kir_rP_gM_p100,kir_rP_gM_p100_l,kir_rP_gM_p75,kir_rP_gM_p75_l,kir_rP_gM_p25,kir_rP_gM_p25_l,kir_rP_gM_p1,kir_rP_gM_p1_l,kir_rP_gM_p50,kir_rP_gM_p50_l,kir_rB_gP_pall,kir_rB_gP_pall_l,kir_rB_gP_p100,kir_rB_gP_p100_l,kir_rB_gP_p75,kir_rB_gP_p75_l,kir_rB_gP_p25,kir_rB_gP_p25_l,kir_rB_gP_p1,kir_rB_gP_p1_l,kir_rB_gP_p50,kir_rB_gP_p50_l,kir_rB_gF_pall,kir_rB_gF_pall_l,kir_rB_gF_p100,kir_rB_gF_p100_l,kir_rB_gF_p75,kir_rB_gF_p75_l,kir_rB_gF_p25,kir_rB_gF_p25_l,kir_rB_gF_p1,kir_rB_gF_p1_l,kir_rB_gF_p50,kir_rB_gF_p50_l,kir_rB_gM_pall,kir_rB_gM_pall_l,kir_rB_gM_p100,kir_rB_gM_p100_l,kir_rB_gM_p75,kir_rB_gM_p75_l,kir_rB_gM_p25,kir_rB_gM_p25_l,kir_rB_gM_p1,kir_rB_gM_p1_l,kir_rB_gM_p50,kir_rB_gM_p50_l,kir_rW_gP_pall,kir_rW_gP_pall_l,kir_rW_gP_p100,kir_rW_gP_p100_l,kir_rW_gP_p75,kir_rW_gP_p75_l,kir_rW_gP_p25,kir_rW_gP_p25_l,kir_rW_gP_p1,kir_rW_gP_p1_l,kir_rW_gP_p50,kir_rW_gP_p50_l,kir_rW_gF_pall,kir_rW_gF_pall_l,kir_rW_gF_p100,kir_rW_gF_p100_l,kir_rW_gF_p75,kir_rW_gF_p75_l,kir_rW_gF_p25,kir_rW_gF_p25_l,kir_rW_gF_p1,kir_rW_gF_p1_l,kir_rW_gF_p50,kir_rW_gF_p50_l,kir_rW_gM_pall,kir_rW_gM_pall_l,kir_rW_gM_p100,kir_rW_gM_p100_l,kir_rW_gM_p75,kir_rW_gM_p75_l,kir_rW_gM_p25,kir_rW_gM_p25_l,kir_rW_gM_p1,kir_rW_gM_p1_l,kir_rW_gM_p50,kir_rW_gM_p50_l,kir_rH_gP_pall,kir_rH_gP_pall_l,kir_rH_gP_p100,kir_rH_gP_p100_l,kir_rH_gP_p75,kir_rH_gP_p75_l,kir_rH_gP_p25,kir_rH_gP_p25_l,kir_rH_gP_p1,kir_rH_gP_p1_l,kir_rH_gP_p50,kir_rH_gP_p50_l,kir_rH_gF_pall,kir_rH_gF_pall_l,kir_rH_gF_p100,kir_rH_gF_p100_l,kir_rH_gF_p75,kir_rH_gF_p75_l,kir_rH_gF_p25,kir_rH_gF_p25_l,kir_rH_gF_p1,kir_rH_gF_p1_l,kir_rH_gF_p50,kir_rH_gF_p50_l,kir_rH_gM_pall,kir_rH_gM_pall_l,kir_rH_gM_p100,kir_rH_gM_p100_l,kir_rH_gM_p75,kir_rH_gM_p75_l,kir_rH_gM_p25,kir_rH_gM_p25_l,kir_rH_gM_p1,kir_rH_gM_p1_l,kir_rH_gM_p50,kir_rH_gM_p50_l,kir_rNA_gP_pall,kir_rNA_gP_pall_l,kir_rNA_gP_p100,kir_rNA_gP_p100_l,kir_rNA_gP_p75,kir_rNA_gP_p75_l,kir_rNA_gP_p25,kir_rNA_gP_p25_l,kir_rNA_gP_p1,kir_rNA_gP_p1_l,kir_rNA_gP_p50,kir_rNA_gP_p50_l,kir_rNA_gF_pall,kir_rNA_gF_pall_l,kir_rNA_gF_p100,kir_rNA_gF_p100_l,kir_rNA_gF_p75,kir_rNA_gF_p75_l,kir_rNA_gF_p25,kir_rNA_gF_p25_l,kir_rNA_gF_p1,kir_rNA_gF_p1_l,kir_rNA_gF_p50,kir_rNA_gF_p50_l,kir_rNA_gM_pall,kir_rNA_gM_pall_l,kir_rNA_gM_p100,kir_rNA_gM_p100_l,kir_rNA_gM_p75,kir_rNA_gM_p75_l,kir_rNA_gM_p25,kir_rNA_gM_p25_l,kir_rNA_gM_p1,kir_rNA_gM_p1_l,kir_rNA_gM_p50,kir_rNA_gM_p50_l
cty27085,"McLeod County, MN",35692,31947,89116,37331,42866,32760,27273,28933,17289,25894,33774,30734,,,,,,,,,,,,,,,,,,,,,,,,,36233,38442,49697,51081,39049,41704,28595,30869,21962,25077,33665,35922,32279,34594,45915,48995,34770,37746,25268,27287,19207,22286,29561,31622,40372,42310,54223,53183,43478,45715,32153,34715,25105,28438,37840,40275,,41402,,71254,,51067,,36967,,28289,,43443,,,,,,,,,,,,,,,,,,,,,,,,,36902,39252,49478,50517,39569,42041,30052,31858,24154,26526,34511,36593,32753,35404,45216,47411,35160,38022,26305,28402,21030,24128,30217,32424,41297,43156,54571,53563,44273,46261,34083,35424,27608,28998,39014,40909,28658,30530,50012,41441,36559,34933,25952,28852,18139,23735,31176,31910,23673,26017,42982,47896,30509,34220,20557,23826,14448,17279,25449,28669,34181,34929,60001,39060,43394,36869,31337,34172,21836,31294,37158,35644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty05091,"Miller County, AR",49435,29720,79341,43836,55325,33537,45583,25244,40350,18605,49421,29154,,,,,,,,,,,,,,,,,,,,,,,,,25379,24497,44099,41141,32775,32143,20632,20168,13072,13738,26636,25917,21543,21381,36558,37049,27005,27744,18160,17934,12841,13455,22175,22056,29031,27413,52123,44574,38279,36269,22892,22238,13106,13770,30792,29599,19850,19407,38639,34534,28266,27244,19008,18789,12622,13033,23824,23010,20243,19540,35902,36167,27358,27707,19519,18846,14462,13371,23654,23199,19516,19252,41108,32810,28980,26607,18341,18682,10549,12874,23801,22706,28290,27141,44435,41674,33588,33032,22324,21269,15241,14937,27705,26897,22455,22720,37924,38054,27280,28338,17204,17297,11545,12618,21678,21981,34016,31220,51911,44828,39914,37431,27471,24893,19129,16801,33589,31463,24477,25213,51658,34958,34223,29444,20516,24069,10763,19492,27330,26788,19313,21930,41138,9888,27547,16697,16504,22707,9920,26472,21905,19891,28949,29056,65197,70380,40639,44761,23896,25131,10593,4957,32105,35527,19397,25699,15992,30428,17807,27493,19470,23911,20561,21386,18651,25685,,21944,,30999,,25814,,21439,,18441,,23372,,27932,,25831,,26627,,28128,,29202,,27323
cty22127,"Winn Parish, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25918,24831,46350,46268,34421,34958,21984,20673,14143,13018,28118,27511,19736,18629,36865,35086,26453,25664,16830,15715,11056,11189,21182,19846,31762,30678,56392,60657,41758,45025,26827,25075,17234,13391,34377,35191,22152,20476,46086,43824,32942,32520,21941,20126,14149,11589,27653,26318,21104,20621,47968,42112,33064,31284,20580,20335,12547,13479,27161,25718,23360,20273,44620,46059,33035,33973,23286,19786,15821,9256,28276,26994,28672,27588,47683,43949,35204,34542,22727,22039,14908,15276,28673,28009,19798,17754,38445,35510,26108,24524,14566,12211,7916,6692,19602,17248,36861,36264,56126,57435,43286,45688,30952,29676,22942,19847,36934,37780,,25905,,70134,,40667,,22194,,7200,,31393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty20197,"Wabaunsee County, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35015,36079,55570,48191,40931,40119,27861,30351,19603,25079,34164,34931,29963,30358,44486,42521,34021,33621,24955,24675,19165,20335,29058,28425,40264,41399,65478,56185,47402,47206,31829,34677,22407,27630,39463,40944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35590,36535,54512,48550,41044,40635,29115,30828,21728,25634,34675,35411,30393,30763,42543,40742,33998,33602,26279,25743,21674,22190,29698,29069,40855,41980,66154,59061,47648,48605,32770,34632,23523,26522,39800,41581,33756,29894,42793,36877,35791,31689,29823,26693,25471,22454,32763,29217,31226,29468,64913,42637,35295,31584,17355,22690,6536,17093,26149,26846,,30008,,27586,,28612,,29897,,31299,,29193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty54053,"Mason County, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25172,25063,46941,42185,33098,32334,18615,19314,9685,12393,25780,25565,18248,19216,36919,40020,24606,26959,13437,13539,6436,7181,18354,19024,31598,30134,58037,44485,40940,37070,23828,24585,13012,16878,32535,31108,,15950,,36011,,26291,,15144,,7465,,20641,,,,,,,,,,,,,,,,,,,,,,,,,25706,25485,47156,42681,33363,32832,19334,19493,10784,12498,26051,25883,18436,19434,35573,38972,24423,26973,13970,13572,7883,7648,18488,19110,32337,30926,60717,45570,41691,37945,24595,25143,13407,16891,32970,31842,,18333,,26803,,22362,,18000,,14483,,20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty06043,"Mariposa County, CA",,10793,,,,,,8629,,133,,14580,,,,,,,,,,,,,,,,,,,,,,,,,26992,26545,34744,36699,29875,30752,24381,22667,20818,18156,27092,26544,20767,22385,28202,34138,22931,26605,18022,18593,15027,14863,20241,21959,32582,30592,42623,39629,36641,34880,29182,26535,24340,21360,33010,30909,,26411,,,,,,24095,,16447,,29407,,,,,,,,,,,,,,,,,,,,,,,,,27780,27712,35107,37338,30403,31550,25239,23481,21941,19038,27704,27337,21377,23373,28366,33547,23545,27054,18921,19575,16225,16252,20973,22755,33770,32027,43473,40612,37492,35832,30531,27399,25884,21947,33975,31828,25952,24570,33197,32636,28405,27709,24079,22869,20870,18760,26228,25321,24590,19019,28819,33661,25649,24016,23008,15922,21342,11126,24304,19659,27171,30026,37866,36273,30883,32865,24064,28651,18392,24060,27467,30957,20068,19653,28194,47032,21901,31336,16278,13764,12843,1966,19018,22365,,23175,,113912,,38424,,13647,,2,,24415,,16381,,26046,,21676,,13661,,7958,,17851
cty51045,"Craig County, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25831,30349,50702,49470,34189,37527,17687,23180,7494,15321,25843,29993,24112,27941,57101,44048,32196,33659,13275,23325,1771,18315,21727,27661,27112,32442,48780,53488,35842,40999,20601,22644,10959,11748,28488,32148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26014,30736,53290,49677,34904,37988,17602,23605,7068,15818,25873,30410,24044,28227,54222,42856,31797,33644,13614,23637,3106,19102,21576,27879,27451,32915,54522,53699,37531,41333,20222,23059,8919,11704,28855,32543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28127,"Simpson County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25201,26014,47486,43976,34617,34610,21355,22536,13074,15870,27897,28310,20454,19771,38249,33423,27586,25700,17777,17481,11879,13745,22229,20924,29544,31765,55850,52517,40568,42361,24732,27318,14603,18232,32792,35030,21071,22617,38249,39626,28897,31379,20555,22078,14662,15479,24894,26722,19855,21189,33861,37989,26474,29444,19659,20581,15224,14952,23252,24938,22286,24047,40132,40617,30247,32979,21587,23631,15030,16414,26031,28372,28211,28863,47844,44108,35286,35257,22759,23552,14908,17141,28728,29126,21441,19566,40587,36655,28115,26252,16460,14491,9889,9394,21627,19380,34270,37213,54629,50724,41521,43331,28570,31897,19975,24855,34898,37762,21633,23986,649917,58158,43903,36446,16747,19660,37,5984,29931,28133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty05071,"Johnson County, AR",,25434,,15790,,21994,,27328,,31541,,24821,,,,,,,,,,,,,,,,,,,,,,,,,24725,24878,45383,42236,33450,33269,20827,21483,12963,15033,27065,27132,18820,19606,43052,40604,28364,28510,15248,15984,7228,10261,21147,21216,30008,29826,47211,45809,37625,38527,26260,26491,18828,19089,32087,32746,23777,16737,45252,27420,32841,21913,22379,15602,14904,11334,27810,18704,25224,17766,,35880,,26358,23307,16389,17531,10279,27848,21257,,15717,,22965,,19150,,14487,,10977,,16793,26143,25832,46647,42520,34297,33737,21756,21894,13979,15473,27745,27554,19935,20329,44537,39941,29294,28712,15457,16085,7553,10705,21569,21420,31657,31130,48198,46564,38445,39263,27730,27199,20517,19464,33021,33478,21886,25724,31415,31334,26466,28420,21973,25563,18656,23140,24209,27007,15776,19635,21955,35257,18462,26405,15642,18951,13969,14447,17003,22433,27465,30430,33368,33942,30359,32378,27381,30420,24922,28299,28867,31493,27390,18400,31184,29802,29014,23295,27068,15407,25797,10146,28024,19258,,,,,,,,,,,,,,,,,,,,,,,,
cty31057,"Dundy County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32875,38947,49225,50375,39420,43335,29737,35047,23635,30715,34427,38900,29804,30885,50819,55001,37438,38270,26767,23944,20019,17073,31553,29894,35509,45415,51516,51854,42142,48396,31786,42864,25276,39752,37017,45673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33609,39425,46538,49404,38848,43339,31147,35847,26379,31985,34765,39326,30317,31025,49020,49343,37123,37566,27137,25763,21226,20464,31527,30715,36635,45468,44230,52387,40560,48851,36275,43166,33460,39836,38396,46065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty72023,"Cabo Rojo Municipio, PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24760,17826,51431,35235,38014,28528,25082,19293,16804,14345,31391,23726,24199,15032,28590,36134,26201,26455,23981,16240,22565,11608,24987,20502,24818,20911,43154,39641,34755,33890,24295,23752,17407,17449,29700,29085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32022,19044,98419,11950,50593,15293,32898,18702,21317,21664,40989,16951,,11857,,17457,,14248,,11571,,9855,,12842,,28176,,15952,,20999,,27393,,34324,,23900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty27075,"Lake County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33279,33849,47537,43591,37267,36850,26839,28196,20150,23434,31930,32295,27844,29305,46424,43103,32384,32699,20284,22224,12874,17163,25789,26630,37955,38517,49964,46792,41675,41600,32275,33111,26360,28084,37035,37488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33780,34309,47822,44440,37612,37450,27538,28292,21189,23335,32291,32613,28074,29632,46336,42924,32619,33053,20477,22296,13488,17438,25888,26866,38918,39208,49877,48824,42094,42770,33752,33066,28359,27096,37833,38063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty13269,"Taylor County, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22861,23349,51366,44725,34802,33537,18439,19097,8331,11422,26521,26027,19296,20559,38603,49741,26823,32243,16025,15597,9513,7905,20894,22562,26451,25822,75784,42060,44370,34738,20869,22042,6318,14335,32701,28723,17347,17984,47024,45410,30821,31827,17206,17065,7781,6941,24285,24436,17174,17134,42124,50906,27938,32761,15318,15913,7224,5421,21921,24166,17835,18813,49163,40548,31892,30524,17814,18104,7441,8948,25039,24424,28642,28678,51197,39902,36184,33357,21834,24392,13004,19457,28666,28670,22479,23883,35700,45990,26695,31720,18102,16422,13265,9886,21922,22912,34357,32788,85739,36117,47411,34383,24541,31242,10124,29225,35413,32897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39025,"Clermont County, OH",41628,35364,60324,34465,42211,35471,33003,36336,27226,37027,36857,35928,39828,33316,60831,30471,40312,32989,30108,35309,23535,37272,33985,34285,43973,37755,56540,37102,44252,37791,37462,38348,33301,38770,40508,38065,30002,31137,44806,45478,33366,34941,21203,21537,13588,14264,27212,27949,26085,28032,40088,43777,28786,31418,18481,18937,12258,13186,23166,24198,33797,34115,49993,46804,37832,38251,23900,24266,14899,15701,31053,31553,24316,25818,49714,38308,31320,30872,16306,22432,5880,16400,24101,26645,25387,21467,51626,36961,32032,27682,16150,17986,5980,12036,24511,22744,23380,29722,48161,38632,30720,33433,16301,27025,5668,22073,23685,30265,30461,31463,44985,45675,33630,35212,21890,21543,14563,14239,27500,28066,26436,28250,39946,43559,29073,31699,18885,18725,13105,13151,23426,24250,34397,34551,50541,47218,38135,38580,24895,24392,15979,15325,31454,31808,27393,30234,41310,38990,30408,31879,20846,25089,13989,19309,25609,28521,24831,29058,38329,39680,27425,30350,18444,22691,13080,17863,22852,26272,30322,31461,46054,38043,34124,33263,23183,27403,14287,20993,28637,30610,19774,25511,69818,31338,30818,27536,6073,22891,0,19619,18002,25194,,22143,,16080,,20914,,25002,,27775,,23206,17674,31281,48860,53322,27982,39647,7087,18585,0,4158,17819,29790
cty51097,"King and Queen County, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28498,31483,44323,54088,34765,40117,24651,24625,18109,16152,29624,31916,24843,27399,44659,47519,31883,34168,20687,21303,13783,15185,25781,26711,32104,34810,45573,59219,37759,45284,28316,27076,22181,16294,33149,36282,28705,30326,45272,52583,35115,39404,26656,26772,20530,17836,31020,32963,24558,28964,40452,38278,30994,32487,22555,26564,16920,22717,27003,29462,32933,31165,63588,88600,43768,49359,31497,26705,22542,10803,37568,37437,29168,32159,44946,55215,34340,40038,23421,22963,16486,13916,28628,31000,24703,26680,48300,51733,31894,34674,17566,17714,9440,10446,23951,24922,33370,36931,42726,57411,36506,44772,29222,27516,24321,16783,32835,36300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty42093,"Montour County, PA",62387,39848,68599,58483,44587,39922,,27813,,18316,38342,33422,,,,,,,,,,,,,,53241,,68495,,50593,,41100,,34894,,45621,33417,32949,50310,46067,36832,36412,23558,24301,15114,17577,30063,30060,28830,30259,45910,47568,31826,33799,19597,20501,12142,14258,25163,26097,37755,35604,54853,45525,41440,38984,27401,28142,18373,21519,34507,33764,29470,34011,60726,60231,40452,41579,27038,25851,17490,14918,33860,33506,,,,,,,,,,,,,,32510,,83035,,46559,,23372,,6682,,34615,33551,33151,50248,46027,36919,36582,24109,24379,16024,17705,30180,30166,28818,30447,44488,47076,31848,33996,20445,20271,13865,14261,25529,26106,38049,35862,56574,45809,41792,39221,27638,28227,18232,21200,34549,33947,35181,29190,49470,33080,37661,30583,28334,28150,21522,26094,32908,29380,,27588,,42121,,31538,,22998,,17613,,26988,,31151,,25600,,29543,,34519,,40139,,31782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty55037,"Florence County, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30903,32111,50579,46798,36771,36883,23208,24565,14620,17733,29858,30414,23979,25547,39682,47129,28045,31644,17406,16457,11000,9498,22233,22833,37590,38179,67869,47521,46163,41683,28177,32262,16980,26669,37068,37111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31042,32730,50406,44938,36704,36753,23539,26070,15273,20236,29786,31128,23973,25672,39983,44947,28245,31420,17235,16770,11033,10513,22128,22990,38084,39190,68323,45650,46162,41628,28968,34833,17904,30630,37172,38361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty40149,"Washita County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28823,29163,45009,42303,35725,35556,25995,26783,19719,21918,30764,30954,22558,21340,34839,37876,27351,28448,20396,18544,16030,13979,23559,22711,34234,36855,56235,47458,43562,42600,30673,34698,22594,30065,37137,38764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29984,30064,44106,43878,35859,36728,27357,27298,21974,22167,31386,31759,23703,22498,35888,38694,28341,29557,21169,19225,16914,14711,24366,23624,35527,37543,54294,50697,43276,44454,32345,34729,25297,28854,37652,39703,27015,25403,41878,15337,34295,20529,27780,25698,22982,30020,31000,23094,18522,15681,0,8377,0,12824,16062,16411,32535,18790,3726,14724,34207,35618,649917,30189,88136,32539,35923,35527,12768,38864,52555,33880,19689,26653,43371,649917,29011,68677,16596,19134,8869,0,22702,38727,,,,,,,,,,,,,,30254,,649917,,136524,,18170,,0,,46711
cty45011,"Barnwell County, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,25570,45575,43012,32875,33123,19408,20176,11080,13246,26069,26388,21133,21873,38750,35922,27744,27337,17640,18251,11563,14074,22226,22070,27239,28844,52741,47862,37711,37922,21060,21827,10540,12212,29639,30242,20573,22119,35318,36996,27134,29271,19743,20403,14560,14240,23586,24835,19669,21420,26936,27903,22916,24359,19210,20616,16775,18201,21158,22450,21497,22853,43652,44816,31010,33615,20175,20304,12165,10403,25738,27067,29112,29051,48959,45293,34537,34382,20237,20012,11492,12456,27072,26886,23759,22822,45210,39179,29417,27730,15176,14869,7012,9323,21455,20250,34365,33939,52607,49241,39359,39612,25710,24283,16537,14571,32443,32274,15412,29962,14983,44917,15042,36169,15095,28247,15135,21579,15069,32220,,27068,,53229,,35958,,23741,,16102,,29414,,34334,,,,,,33830,,22822,,39561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty13095,"Dougherty County, GA",40617,36507,58002,43569,41003,39208,32014,35672,26312,32936,35793,37325,35942,33238,51813,38576,34523,35399,24450,32575,17758,30254,28360,33808,45338,39229,59834,44395,46644,40958,39681,38339,35512,36405,42778,39655,21592,20632,40837,38339,30095,29462,18198,17393,10894,11041,24086,23180,20866,19706,39424,39083,28170,28161,17870,16748,11667,11560,22548,21530,22309,21555,42325,37958,31846,30835,18511,18018,10139,10451,25443,24789,18973,17753,38857,31040,27764,24477,17863,16852,11063,11721,23007,20634,19396,17548,38480,30503,27862,23776,18203,16693,12094,12398,23296,20143,18537,17963,38906,31604,27528,25190,17427,17003,10063,11041,22600,21144,28515,28442,42353,42742,32025,32892,21052,19560,14248,12565,26305,25946,25504,25713,40659,42758,28858,30364,17833,16683,11612,10849,22740,22487,31402,31037,44433,42463,35029,35212,24142,22561,16734,14499,29578,29238,23075,20950,44092,32895,30450,25750,18678,18701,10376,13039,24544,22267,19033,22905,44930,48464,27696,32098,14147,19539,5825,11974,20688,25419,26769,19049,45026,23985,33736,21171,23268,17643,14720,14002,28489,19572,,15223,,26741,,20881,,13952,,9176,,17280,,12441,,,,,,10895,,7333,,13159,,,,,,,,,,,,
cty27047,"Freeborn County, MN",46440,37035,74278,29632,50879,35463,41134,40659,35607,45107,45031,38174,,35152,,26688,,33799,,40536,,46719,,37524,,39249,,34779,,37968,,40606,,42681,,39259,33190,34177,47721,48735,37680,39119,27519,27549,21022,21208,32472,32996,29366,30355,45000,45729,33680,34927,23899,24398,17657,19297,28331,28804,36977,38105,51557,51726,41776,43348,30983,30773,24163,23337,36442,37191,,27402,,67866,,41481,,21557,,7941,,31311,,,,,,,,,,,,,,,,,,,,,,,,,33849,35217,48196,48070,38024,39535,28049,28879,21780,23161,32747,33874,29784,31369,45413,44968,34053,35388,24016,25230,18015,20643,28469,29518,38016,39151,51936,51083,42211,43680,32164,32292,25636,25307,37066,38125,29082,26780,41774,37494,34288,31373,27851,25486,23111,20476,31033,28462,25571,23157,24114,31838,24978,26501,25692,21997,26140,19163,25343,24103,31763,30841,65533,42275,43947,36325,29656,29246,18339,21579,36533,33097,,11263,,60,,3928,,10874,,15613,,7407,,,,,,,,,,,,,,,,,,,,,,,,
cty47003,"Bedford County, TN",,32511,,39315,,34477,,30472,,27310,,32355,,21867,,18666,,20692,,22542,,24077,,21730,,42130,,71207,,49538,,38719,,31544,,43876,25115,26545,39454,41465,30505,32819,20555,21376,14310,15111,25480,26863,20787,22965,32752,38443,24910,28706,17594,18504,13222,13808,20903,22797,28889,30005,45163,43732,35293,36560,23222,24377,15363,16848,29460,30750,19726,21511,28701,33127,23290,27001,18383,19882,14967,14920,20923,23438,18970,21658,16595,26111,17780,23570,18881,20891,19617,19161,18301,22203,20582,21397,40389,40606,28515,30921,18049,18942,10398,10092,23417,25039,26565,27477,40675,42807,31520,33589,21683,21171,15492,14518,26392,27111,21450,23519,33746,39175,25528,29265,17655,18069,13244,13290,21147,22829,31019,31340,46444,45286,36542,37584,25363,24598,17768,16235,30920,31402,20848,29592,20646,37380,20817,33053,20972,28908,21085,25413,20895,30997,19321,24264,31647,48753,23844,33963,17332,22795,13484,15815,20510,28005,22794,33126,15357,31815,19658,32362,24030,33050,27603,33801,21853,32672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty15007,"Kauai County, HI",36932,36494,60865,54255,40237,39538,29765,29298,23036,21295,34174,34044,36528,34260,54153,45807,39435,36575,31318,28859,26096,22484,34411,32217,37306,38780,69858,67622,41254,42528,28395,29311,20162,19596,34200,35831,31849,31763,45650,42903,35954,35748,25858,26490,19348,21354,30804,30890,30363,29331,40601,41251,33031,32964,26272,24542,21963,20454,29331,28074,33207,34090,50327,44426,38725,38437,25564,28372,16995,22218,32296,33597,30055,34144,106554,42634,45629,37691,24635,32284,10384,28506,35088,34946,,28020,,51086,,36406,,23125,,14659,,29600,,39476,,,,,,40008,,40433,,39728,30113,29969,38331,38477,32573,32903,26360,25210,22401,20979,29322,28880,26451,29516,24862,37522,25960,31834,27002,25443,27619,22551,26539,28152,33246,30425,49476,39239,38194,34072,25992,24856,17744,18848,32030,29718,30614,28477,47870,40691,35662,32409,25757,24575,18444,17913,30646,28535,28350,25741,33323,39163,29806,29611,26900,21728,25072,16785,28324,25416,32508,30865,59901,41895,39759,34999,24817,26759,12872,17760,32156,31259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
